"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2021 QE5)","2024-Feb-21 00:18 ± < 00:01","0.16657","0.16657","10.01","10.00","22.1","100 m -  230 m","0"
"(2022 EJ1)","2024-Feb-21 01:26 ± < 00:01","0.06445","0.06445","12.41","12.41","23.5","52 m -  120 m","0"
"(2024 DM1)","2024-Feb-21 05:15 ±    00:01","0.02234","0.02223","7.48","7.47","27.1","10 m -   23 m","0"
"417264 (2006 AT2)","2024-Feb-21 10:10 ± < 00:01","0.15985","0.15985","15.30","15.30","17.1","1.930±0.014 km","1"
"(2024 EV)","2024-Feb-21 13:09 ±    00:05","0.01247","0.01238","13.04","13.03","26.6","13 m -   28 m","0"
"(2024 CL5)","2024-Feb-21 15:19 ± < 00:01","0.01221","0.01214","13.97","13.95","26.1","16 m -   36 m","0"
"(2016 CO246)","2024-Feb-21 18:35 ± < 00:01","0.17465","0.17464","9.78","9.78","25.8","18 m -   41 m","0"
"(2016 TA11)","2024-Feb-21 19:12 ± 4_09:09","0.13271","0.06269","11.74","11.74","27.1","10 m -   23 m","0"
"(2023 RA10)","2024-Feb-21 21:15 ±    01:00","0.11074","0.11068","4.91","4.90","28.8","4.6 m -   10 m","0"
"(2022 QB8)","2024-Feb-21 21:32 ±    10:09","0.06601","0.05895","10.53","10.53","25.9","18 m -   40 m","0"
"(2021 PK4)","2024-Feb-21 23:38 ± 2_21:43","0.18481","0.12947","16.18","16.18","28.2","6.1 m -   14 m","0"
"(2024 DW)","2024-Feb-22 04:37 ± < 00:01","0.00150","0.00150","17.90","17.80","27.1","9.9 m -   22 m","1"
"(2024 EJ)","2024-Feb-22 06:28 ±    00:02","0.02022","0.02013","10.78","10.76","25.6","21 m -   46 m","0"
"(2024 EO1)","2024-Feb-22 08:43 ± < 00:01","0.12022","0.11958","16.22","16.22","22.8","74 m -  160 m","0"
"(2024 CE8)","2024-Feb-22 08:55 ± < 00:01","0.02706","0.02689","18.84","18.83","25.5","22 m -   48 m","0"
"(2024 EC)","2024-Feb-22 09:05 ± < 00:01","0.03018","0.03012","12.33","12.33","24.1","41 m -   91 m","0"
"162421 (2000 ET70)","2024-Feb-22 12:35 ± < 00:01","0.18860","0.18860","11.84","11.84","18.1","630 m -  1.4 km","0"
"(2024 DX)","2024-Feb-22 14:16 ± < 00:01","0.00518","0.00518","10.41","10.36","27.3","9.3 m -   21 m","0"
"(2024 EE3)","2024-Feb-22 15:01 ±    00:19","0.09529","0.09392","19.32","19.32","23.5","54 m -  120 m","0"
"(2021 DU1)","2024-Feb-22 18:25 ±    17:12","0.12408","0.09353","17.00","16.99","23.9","44 m -   99 m","0"
"(2024 EC2)","2024-Feb-22 18:39 ± < 00:01","0.01471","0.01469","13.09","13.07","25.2","25 m -   55 m","0"
"(2024 DJ1)","2024-Feb-22 18:50 ±    00:01","0.03209","0.03191","13.46","13.46","25.1","26 m -   57 m","0"
"(2021 SG1)","2024-Feb-22 23:12 ± 1_22:15","0.09147","0.09130","7.94","7.94","25.6","21 m -   46 m","0"
"(2020 DF)","2024-Feb-22 23:22 ± 6_16:42","0.07261","0.04321","8.48","8.47","26.2","15 m -   35 m","0"
"(2024 BR10)","2024-Feb-22 23:57 ±    00:02","0.19111","0.19108","3.54","3.54","23.1","64 m -  140 m","0"
"(2014 OW3)","2024-Feb-23 02:47 ± < 00:01","0.08065","0.08065","22.85","22.85","22.5","85 m -  190 m","0"
"(2024 EB2)","2024-Feb-23 07:41 ±    00:05","0.13942","0.13824","10.19","10.19","24.6","33 m -   73 m","0"
"(2024 BY15)","2024-Feb-23 08:57 ± < 00:01","0.03085","0.03083","1.58","1.53","26.7","12 m -   27 m","0"
"(2024 FC)","2024-Feb-23 09:37 ±    00:06","0.05365","0.05353","6.01","6.00","25.5","21 m -   47 m","0"
"(2024 CL3)","2024-Feb-23 12:31 ± < 00:01","0.02378","0.02371","4.17","4.14","26.3","14 m -   32 m","0"
"674590 (2015 RH2)","2024-Feb-23 22:44 ± < 00:01","0.09825","0.09825","9.67","9.67","22.0","110 m -  240 m","0"
"(2016 DF)","2024-Feb-24 05:36 ± 2_12:15","0.06883","0.04638","3.10","3.08","27.1","10 m -   23 m","0"
"(2024 EU)","2024-Feb-24 15:57 ±    00:25","0.17974","0.17728","11.27","11.27","23.9","43 m -   96 m","0"
"(2018 DA)","2024-Feb-25 05:03 ± < 00:01","0.12573","0.12573","10.36","10.36","24.1","40 m -   90 m","0"
"(2024 EX)","2024-Feb-26 00:46 ±    00:10","0.00810","0.00809","8.04","8.00","27.7","7.8 m -   17 m","0"
"(2021 TN14)","2024-Feb-26 03:23 ±    12:36","0.19435","0.19033","13.78","13.78","28.5","5.3 m -   12 m","0"
"(2024 AF6)","2024-Feb-26 04:43 ±    00:01","0.19197","0.19191","9.11","9.11","20.7","200 m -  440 m","0"
"(2023 EF)","2024-Feb-26 06:44 ±    00:02","0.08291","0.08290","4.08","4.07","26.2","15 m -   35 m","0"
"(2024 DF1)","2024-Feb-26 12:32 ±    00:20","0.09400","0.09293","10.22","10.21","24.6","32 m -   72 m","0"
"(2018 EO4)","2024-Feb-26 16:44 ± < 00:01","0.15723","0.15721","12.83","12.83","23.5","54 m -  120 m","0"
"(2024 EL)","2024-Feb-27 06:36 ± < 00:01","0.03050","0.03024","10.27","10.27","25.2","24 m -   54 m","0"
"(2024 CW7)","2024-Feb-27 12:46 ±    00:59","0.05518","0.05391","16.47","16.46","23.9","44 m -   98 m","0"
"(2024 EX1)","2024-Feb-27 17:38 ± < 00:01","0.01337","0.01328","16.29","16.28","25.9","18 m -   40 m","0"
"(2024 FB)","2024-Feb-27 18:25 ±    00:04","0.05179","0.05153","7.47","7.46","25.8","18 m -   41 m","0"
"(2024 CT7)","2024-Feb-27 23:37 ± < 00:01","0.01584","0.01581","7.71","7.69","26.7","12 m -   27 m","0"
"(2020 DW)","2024-Feb-27 23:50 ±    00:50","0.07745","0.07540","6.24","6.23","30.4","2.2 m -  4.9 m","0"
"(2023 RR7)","2024-Feb-28 00:55 ±    02:05","0.17937","0.17922","9.39","9.39","24.9","28 m -   63 m","0"
"(2024 CJ5)","2024-Feb-28 08:21 ± < 00:01","0.10683","0.10681","6.71","6.71","24.2","38 m -   86 m","0"
"(2024 CC7)","2024-Feb-28 11:08 ±    00:04","0.03937","0.03918","6.00","5.98","26.4","14 m -   32 m","0"
"(2019 SP2)","2024-Feb-28 12:00 ± 3_01:27","0.19531","0.18752","7.56","7.56","24.0","42 m -   93 m","0"
"(2016 SL3)","2024-Feb-28 12:02 ±    00:03","0.12038","0.12035","7.62","7.62","25.0","27 m -   59 m","0"
"(2024 CE7)","2024-Feb-28 16:23 ±    00:05","0.03473","0.03442","19.35","19.34","24.8","30 m -   66 m","0"
"(2024 FW)","2024-Feb-28 18:20 ±    04:33","0.16409","0.15651","2.99","2.98","25.5","22 m -   48 m","0"
"(2024 CN5)","2024-Feb-28 19:37 ±    00:02","0.12470","0.12458","2.68","2.67","25.0","27 m -   60 m","0"
"(2024 DL)","2024-Feb-29 02:34 ± < 00:01","0.01167","0.01166","6.73","6.69","26.0","16 m -   37 m","0"
"(2021 EQ2)","2024-Feb-29 06:47 ± 9_00:38","0.14402","0.12854","8.13","8.13","24.3","36 m -   81 m","0"
"(2024 EE)","2024-Feb-29 10:07 ± < 00:01","0.02400","0.02394","8.35","8.34","24.7","30 m -   68 m","0"
"(2020 BX15)","2024-Feb-29 13:50 ±    00:04","0.12412","0.12402","17.83","17.83","21.3","150 m -  330 m","0"
"(2016 TP2)","2024-Feb-29 14:03 ± 9_06:23","0.19486","0.12085","9.95","9.95","26.6","13 m -   28 m","0"
"(2024 EP4)","2024-Feb-29 14:06 ±    00:53","0.10996","0.10844","4.39","4.39","25.3","23 m -   52 m","0"
"(2021 UY3)","2024-Feb-29 15:46 ±    01:18","0.16191","0.16180","8.27","8.27","24.1","41 m -   91 m","0"
"(2024 CA7)","2024-Feb-29 20:43 ± < 00:01","0.03805","0.03799","32.50","32.50","22.6","82 m -  180 m","1"
"(2024 FE1)","2024-Mar-01 02:53 ±    02:02","0.04058","0.04015","6.01","6.00","26.1","16 m -   35 m","0"
"(2013 PA7)","2024-Mar-01 04:29 ± < 00:01","0.15947","0.15947","2.81","2.81","22.7","78 m -  170 m","0"
